FlightDate,Reporting_Airline,Origin,Dest,Tail_Number,CRSDepTime,DayOfWeek,Distance,ArrDelayMinutes,Cancelled
2023-01-05,B6,BOS,DFW,N388DL,0600,4,692,0.0,0
2023-01-05,NK,BOS,ATL,N109DL,1400,4,1263,0.0,0
2023-01-05,WN,ATL,MIA,N272DL,1100,4,734,0.0,0
2023-01-05,UA,BOS,LAX,N363DL,1400,4,1033,22.6,0
2023-01-05,AA,SEA,DFW,N391DL,2100,4,1796,4.2,0
2023-01-05,AA,ORD,BOS,N379DL,1900,4,1487,29.3,0
2023-01-05,AA,SEA,JFK,N113DL,1300,4,630,0.0,0
2023-01-05,AA,SEA,MIA,N391DL,2200,4,755,38.3,0
2023-01-05,DL,ATL,BOS,N231DL,1000,4,1400,0.0,0
2023-01-05,AA,BOS,SEA,N373DL,0700,4,1590,1.3,0
2023-01-05,NK,MIA,DEN,N192DL,2000,4,1461,2.8,0
2023-01-05,WN,JFK,LAX,N301DL,1200,4,1897,51.3,0
2023-01-05,AA,DFW,LAX,N186DL,2000,4,1399,0.0,0
2023-01-05,WN,BOS,DEN,N319DL,0700,4,323,8.1,0
2023-01-05,WN,BOS,JFK,N201DL,1600,4,2053,0.7,0
2023-01-05,UA,BOS,JFK,N147DL,1900,4,752,0.0,0
2023-01-05,NK,DFW,BOS,N210DL,0500,4,732,0.0,0
2023-01-05,DL,DFW,ATL,N289DL,2200,4,661,39.4,0
2023-01-05,UA,BOS,ATL,N193DL,2000,4,1818,0.0,0
2023-01-05,AA,ORD,JFK,N167DL,0600,4,2489,0.0,0
2023-01-05,B6,LAX,DEN,N330DL,1900,4,967,0.0,0
2023-01-05,NK,LAX,DEN,N232DL,1200,4,1162,0.0,0
2023-01-05,B6,SEA,ATL,N146DL,1900,4,701,0.0,0
2023-01-06,UA,SEA,ORD,N130DL,0900,5,1040,0.0,0
2023-01-06,NK,JFK,ATL,N357DL,1200,5,446,0.0,0
2023-01-06,NK,ATL,MIA,N281DL,2100,5,2433,17.8,0
2023-01-06,NK,DFW,LAX,N310DL,1100,5,2445,6.1,0
2023-01-06,AA,BOS,MIA,N378DL,2100,5,1906,0.8,0
2023-01-06,B6,SEA,LAX,N141DL,1900,5,228,0.0,0
2023-01-06,AA,DEN,ORD,N259DL,1400,5,1658,0.0,0
2023-01-06,DL,MSP,SEA,N260DL,1700,5,1962,0.0,0
2023-01-06,B6,DEN,MIA,N142DL,0800,5,1548,0.0,0
2023-01-06,WN,ATL,BOS,N286DL,1100,5,1978,0.0,0
2023-01-06,NK,DFW,ATL,N268DL,0500,5,547,0.0,0
2023-01-06,UA,MSP,JFK,N226DL,0800,5,884,16.9,0
2023-01-06,AA,ORD,MSP,N308DL,1600,5,2373,0.0,0
2023-01-06,DL,LAX,SEA,N308DL,0600,5,921,42.9,0
2023-01-06,DL,ORD,DFW,N198DL,1700,5,919,6.1,0
2023-01-06,UA,ORD,BOS,N130DL,0500,5,484,0.0,0
2023-01-06,UA,ATL,BOS,N320DL,1400,5,1413,2.3,0
2023-01-06,DL,ORD,DFW,N292DL,0700,5,509,1.1,0
2023-01-06,NK,BOS,MSP,N182DL,1600,5,1594,2.8,0
2023-01-06,B6,DFW,LAX,N387DL,2000,5,884,3.4,0
2023-01-06,UA,ORD,DFW,N386DL,2100,5,1463,42.8,0
2023-01-06,AA,DEN,SEA,N190DL,0900,5,1312,0.0,0
2023-01-06,WN,ATL,DEN,N166DL,0700,5,1359,4.3,0
2023-01-06,B6,ATL,LAX,N100DL,1000,5,2015,9.3,0
2023-01-06,B6,JFK,DEN,N352DL,1800,5,1442,8.7,0
2023-01-06,WN,ATL,DEN,N119DL,1500,5,401,0.0,0
2023-01-06,AA,DFW,ATL,N380DL,1600,5,2042,0.0,0
2023-01-06,WN,ATL,DFW,N352DL,1200,5,2162,0.0,0
2023-01-06,NK,MIA,BOS,N274DL,1700,5,678,5.7,0
2023-01-06,AA,BOS,ATL,N156DL,0600,5,369,1.7,0
2023-01-06,AA,BOS,LAX,N178DL,1500,5,1732,13.6,0
2023-01-06,WN,ATL,BOS,N364DL,1300,5,2388,0.0,0
2023-01-06,WN,ATL,JFK,N131DL,1400,5,832,0.0,0
2023-01-06,UA,DEN,ATL,N235DL,1600,5,1127,0.0,0
2023-01-06,DL,BOS,SEA,N376DL,0700,5,2437,0.0,0
2023-01-06,NK,ORD,JFK,N339DL,0500,5,331,6.5,0
2023-01-06,DL,BOS,DEN,N343DL,1800,5,535,3.1,0
2023-01-06,NK,MSP,ORD,N235DL,1700,5,981,0.0,0
2023-01-06,B6,BOS,DEN,N326DL,1100,5,869,75.2,0
2023-01-06,WN,SEA,JFK,N341DL,0900,5,1038,0.0,0
2023-01-06,UA,LAX,ORD,N318DL,1900,5,2164,4.0,0
2023-01-06,NK,LAX,ORD,N214DL,0600,5,2002,2.2,0
